Authors,License,Link,Title,Community,Description,Discipline,FileFormat,Keywords,Language,LearningResourceType,MediaType,ProficiencyLevel,PublicationDate,TargetGroup,RelatedWork,Size,Version,uuid
Ruman Gerst * Zoltán Cseresnyés * Marc Thilo Figge, CC-BY-4.0,https://doi.org/10.5281/zenodo.15373555,"JIPipe Spring Course (JSC) 2025: Workshop Recordings, Slides, Homework, and Materials",,"The course gives a basic introduction into microscopy, optics, and image analysis. This is followed by interactive tutorials that explain the basics of creating fully automated image analysis workflows in JIPipe using a simple blobs analysis and intermediate-level quantification of LSFM kidney images. JIPipe-specific features including annotation-guided batch processing, organization with graph compartments, expressions and path processing, and project-wide metadata and parameters are also established. Finally, an advanced real-world pipeline is showcased with detailed guidance through the individual components that include integrations of Cellpose and TrackMate.",Unknown,Unknown,NFDI4Bioimage * jipipe * bioimage analysis * include in DALIA,en,Tutorial * Presentation * Course,video * presentation,,2025-05-12:T13:37:00+00:00,Unknown,Unknown,Unknown,Unknown,62c9a2ad-81b3-4ac2-9524-197a9e25be55
Cameron Watson * Allison Creason,CC-BY-4.0,https://training.galaxyproject.org/training-material/topics/imaging/tutorials/multiplex-tissue-imaging-TMA/tutorial.html#end-to-end-tissue-microarray-image-analysis-with-galaxy-me,End-to-End Tissue Microarray Image Analysis with Galaxy-ME,,"This tutorial will demonstrate how to use the Galaxy multiplex imaging tools to process and analyze publicly available TMA test data provided by MCMICRO (Figure 1); however, the majority of the steps in this tutorial are the same for both TMAs and WSIs and notes are made throughout the tutorial where processing of these two imaging types diverge.",Unknown,Unknown,Galaxy * Multiplex Imaging * include in DALIA,en,Tutorial,,,2023-02-14,Unknown,Unknown,Unknown,Unknown,ec037b4d-74c3-4bd2-a890-2de3a6fdf4d5
Joanna W. Pylvänäinen * Hanna Grobe * Guillaume Jacquemet,CC-BY-4.0,https://journals.biologists.com/jcs/article/138/7/jcs263801/367617/Practical-considerations-for-data-exploration-in,Practical considerations for data exploration in quantitative cell biology,,"This article emphasizes the importance of structured, hands-on data exploration in quantitative cell biology, offering practical advice for analyzing bioimage datasets. It also highlights how generative AI and large language models can enhance and streamline data workflows for more reliable and transparent research.",Unknown,Unknown,Bioimage Analysis * Data Exploration * include in DALIA,en,Article,text,,2025-04-07,Unknown,Unknown,Unknown,Unknown,a0e7b743-5f75-4784-9b16-aa441e9d0eb1
Rachel Lee * Owen Puls * Wei Ouyang * Beth Cimini,BSD-3-Clause,https://github.com/aicjanelia/BioImagingAI,Bioimaging AI Textbook,,This is a repository containing a textbook written for BioImaging scientists and other microscopists.,Unknown,Unknown,Bioimage Analysis * Artificial Intelligence * include in DALIA,,Book,text,,2025-02-20,Unknown,Unknown,Unknown,Unknown,8a27fa76-09c0-4809-b166-b13fc9f90fbe
"Sindt, Julien",CC-BY-4.0,https://epcced.github.io/20210322-intro-hpc-life-scientists/,Introduction to High Performance Computing for Life Scientists,,"This course introduces life science researchers to high-performance computing (HPC), covering essential concepts and providing hands-on experience using the UK’s ARCHER2 supercomputing service. It aims to help participants understand how HPC can benefit their research and prepare them to use it effectively for tasks like biomolecular simulation.",Unknown,Unknown,High Performance Computing * include in DALIA,en,Other,,,2021-03-22,Unknown,Unknown,Unknown,Unknown,8a1aa389-2e16-44c8-8cc3-bd294b38cd47
"Briney, Kristin",CC-BY-4.0,https://authors.library.caltech.edu/records/mmnpf-cez11,File Naming Convention Worksheet,,"This worksheet walks researchers through the process of creating a file naming convention for a group of files. This process includes: choosing metadata, encoding and ordering the metadata, adding version information, and properly formatting the file names. Two versions of the worksheet are available: a Caltech Library branded version and a generic editable version.",Unknown,Unknown,Research Data Management * include in DALIA,en,,,,2020-06-02,Unknown,Unknown,Unknown,Unknown,8b5b5726-2aff-4f04-b29b-b8c7d2b3cd32
"Dvoretskii, Stefan * Maier-Hein, Klaus * Nolden, Marco * Schmidt, Christian * Bortolomeazzi, Michele * Moore, Josh", CC-BY-4.0,https://doi.org/10.5281/zenodo.15423904,OMExcavator: a tool for exporting and connecting  Bioimaging-specific metadata in wider knowledge graphs,,,Unknown,.pdf,include in DALIA,,,,,2025-05-15,Unknown,Unknown,Unknown,Unknown,16fa61ee-9c45-44b7-a9b9-7cd006b288b1
"Bortolomeazzi, Michele * Boissonnet, Tom", CC-BY-4.0,https://doi.org/10.5281/zenodo.15152576,Introduction to OMERO - Frankfurt - online,,"These slides were presented during an online introductory session to OMERO for the UB Frankfurt.
The two-hour session consisted of a first part highlighting the benefits that image data management brings to the lab. The second part showcased image analysis workflows with a Fiji macro and a Python notebook.
&nbsp;",Unknown,.ijm * .ipynb * .pptx,NFDI4Bioimage * Research Data Management * include in DALIA,en,,,,2025-04-05,Unknown,Unknown,Unknown,Unknown,3d7e262e-c4af-4301-bc61-fd5f8da193a6
"Kemmer, Isabel * Romdhane, Feriel * Euro-BioImaging ERIC", CC-BY-4.0,https://doi.org/10.5281/zenodo.15425770,Image Repository Decision Tree - Where do I deposit my imaging data,,"Depositing data in quality data repositories is one crucial step towards FAIR (Findable, Accessible, Interoperable, and Reusable) data. Accordingly, Euro-BioImaging strongly encourages sharing scientific imaging data in established, thematic repositories.&nbsp;
To guide you in the selection of appropriate repositories, we have created an overview of available repositories for different types of image data, including their scope and requirements. This decision tree guides you through questions about your data and directs you to the correct repository, and/or provides instructions for further processing to meet the critera of the repositories.&nbsp;
Three seperate trees are provided for different classes of imaging data: open bioimage data, preclinical data, and human imaging data. These versions with three trees can be used for web-view. Update: also the editable versions in powerpoint format (.pptx) are now provided. Please be aware that opening the versions with another program might lead to shifted formatting.
Update: we now also provide ready-to-print versions designed to be printed on A3 format. One page shows the open bioimaging data tree and one page combines the preclinical and human imaging data trees. Also the editable versions of these are provided.",Unknown,.pdf * .pptx,include in DALIA,en,,,,2025-05-15,Unknown,Unknown,Unknown,Unknown,88da6030-f8df-4f49-9678-e79899595ea2
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.15546497,Bio-image Data Science Lectures 2025 @ Uni Leipzig / ScaDS.AI,,These are the PPTx training resources for Students at Uni Leipzig who want to dive into bio-image data science with Python. The material will develop here and in the corresponding&nbsp;github repository between April and July 2025.,Unknown,.pdf * .pptx,include in DALIA,en,,,,2025-05-29,Unknown,Unknown,Unknown,Unknown,0d46d6ca-2417-4722-863c-69275c111cd8
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.15165424,Learning and Training Bio-image Analysis in the Age of AI,,"The advent of large language models (LLMs) such as ChatGPT changes the way we analyse images. We ask LLMs to generate code, apply it to images and spend less time on learning implementation details. This also has impact on how we learn image analysis. While coding skills are still required, we can use LLMs to explain code, make proposals how to analyse the images and yet still decide how the analysis is done.",Unknown,.pdf * .pptx,include in DALIA,en,,,,2025-04-07,Unknown,Unknown,Unknown,Unknown,586accd4-855b-4cad-9fcb-40ce1c81c7a0
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.14996127,Explainable AI for Computer Vision,,"In this slide deck we learn about the basics of Explainable Artificial Intelligence with a soft focus on Computer Vision. We take a deeper dive in one method: Gradient Class Activation Maps.
Releated exercise materials are available online: https://haesleinhuepf.github.io/xai/",Unknown,.pdf * .pptx,NFDI4Bioimage * Bioimage Analysis * Artificial Intelligence * include in DALIA,en,,,,2025-03-09,Unknown,Unknown,Unknown,Unknown,b027a9ac-a79b-4388-b00f-11accdc67184
"Moore, Josh * Sun, Yi", CC-BY-4.0,https://doi.org/10.5281/zenodo.15575379,[NFDI Tech Talk] Cloud Based Image Science,,"Slides for the NFDI Tech Talk live streamed to https://www.youtube.com/live/bzfmE29S270
See http://nfdi.de/talks for more information.",Unknown,.pdf,NFDI4Bioimage * include in DALIA,,,,,2025-06-02,Unknown,Unknown,Unknown,Unknown,bc586df5-e0ec-4cf9-9df7-b9ecccb4bae4
"Schmidt, Christian * Mathur, Aastha * Moore, Josh", CC-BY-4.0,https://doi.org/10.5281/zenodo.15393592,[ELMI2025] Bridging communities with OME-Zarr,,"Presented at ELMI2025
&nbsp;
https://www.embl.org/about/info/course-and-conference-office/events/elmi2025/",Unknown,.pdf,NFDI4Bioimage * include in DALIA,,,,,2025-06-04,Unknown,Unknown,Unknown,Unknown,3dcaa04f-b228-45f0-babb-a6af81b33ba8
"Moore, Josh", CC-BY-4.0,https://doi.org/10.5281/zenodo.15479606,"Towards open and standardised imaging data: an introduction to Bio-Formats, OME-TIFF, and OME-Zarr",,"https://www.ebi.ac.uk/training/events/towards-open-and-standardised-imaging-data-introduction-bio-formats-ome-tiff-and-ome-zarr/
Microscopy and bioimaging technologies are fundamental tools for exploring biological systems, generating large, multidimensional datasets rich in experimental detail. However, the bioimaging community has historically faced major challenges around data handling: vendor-specific proprietary formats, fragmented metadata storage, and increasingly large dataset sizes that outstrip traditional storage and computing solutions.
In this webinar, key open technologies developed by the Open Microscopy Environment (OME) to address these challenges were presented. Specifically, the Bio-Formats library for accessing diverse proprietary file formats, the OME-TIFF standard for archival data storage, and the OME-Zarr format for cloud-native, scalable bioimaging workflows were presented.",Unknown,.pdf,NFDI4Bioimage * include in DALIA,en,,,,2025-05-28,Unknown,Unknown,Unknown,Unknown,72cf60c5-830f-4080-82ec-e5307060a76d
Andrey Fedorov * Daniela Schacherer * Dennis Bontempi * Bill Clifford * Vamsi Thiriveedhi * Brianna Major * wlongabaugh * dependabot[bot] * Deepa Krishnaswamy,BSD-3-Clause,https://github.com/ImagingDataCommons/IDC-Tutorials,IDC-Tutorials,,Self-guided notebook tutorials to help get started with IDC,Unknown,Unknown,bio-image analysis * include in DALIA,,,,,2024-11-28T17:20:53+00:00,Unknown,Unknown,Unknown,Unknown,b50b1a33-9fd0-4aab-9208-a2af56c63d77
"Swedlow, J.R. * Kankaanpää, P. * Sarkans, U. * et al.",,https://doi.org/10.1038/s41592-021-01113-7,A global view of standards for open image data formats and repositories,,"A comprehensive overview of existing standards for image data formats in biomedicine, including DICOM, OME-TIFF and NIfTI. It discusses standardisation challenges and provides recommendations for improving the interoperability and FAIRness of image data.",Unknown,Unknown,include in DALIA,en,,,,,Unknown,Unknown,Unknown,Unknown,bea8e15a-37d5-4fb2-8f94-17a779993313
"Moore, Josh", CC-BY-4.0,https://doi.org/10.5281/zenodo.15597856,[ELMI2025] The Road to OME-Zarr 1.0,,"Presented at https://www.embl.org/about/info/course-and-conference-office/events/elmi2025/
&nbsp;
Abstract
For over 20 years, the Open Microscopy Environment (OME) has developed tools and specifications to support bioimaging data sharing. Technologies such as Bio-Formats, OMERO, and OME-TIFF have helped researchers manage the growing size, complexity, and acquisition rates of imaging datasets. However, with increasing mandates for research data management, such as the Nelson memo in the United States, and the shift toward cloud-native workflows, the bioimaging community faces new challenges in ensuring scalable and FAIR data infrastructure.
In 2024, following expanding community engagement, the focus of the Next-Generation File Format (NGFF) community was on building consensus around a Request for Comments (RFC) process. This collaborative effort has laid the foundation for future refinements and wider adoption. In parallel, we hosted the &ldquo;OME2024 NGFF Challenge,"" bringing together over the course of just four months hundreds of terabytes of data in a first prototype of federated image hosting, showcasing the power of OME-Zarr for handling large-scale, distributed datasets.
In 2025, we are set to take a major step toward a stable FAIR solution with OME-Zarr 1.0. This milestone marks a crucial phase towards an international standard, providing an open, cloud-optimized, and scalable solution for handling terabyte- and petabyte-scale imaging data. The 1.0 release will introduce long-awaited transforms, enabling robust support for multimodal datasets, followed by collections and an extensibility mechanism to accommodate evolving scientific needs. These additions emphasize a solid foundation on which future capabilities can be built while providing the stability needed for broader adoption of the format. This presentation will outline the path to 1.0, including community-driven refinements, vendor engagement to ensure complete metadata representation, and alignment with global bioimaging initiatives. As imaging data continues to grow in scale and complexity, consensus-driven evolution of infrastructure will be key to ensuring a truly FAIR future for bioimaging.
&nbsp;",Unknown,.pdf,NFDI4Bioimage * include in DALIA,en,,,,2025-06-05,Unknown,Unknown,Unknown,Unknown,aa977cf8-3042-4cfe-863f-edd3fec3200a
"Kemmer, Isabel * Euro-BioImaging ERIC", CC-BY-4.0,https://doi.org/10.5281/zenodo.15647102,[ELMI2025] Workshop: FAIR101 - Navigating FAIR data from principles to practice,,"&nbsp;This workshop was held at the ELMI Meeting 2025 in Heidelberg (https://www.embl.org/about/info/course-and-conference-office/events/elmi2025/).
Abstract
FAIR 101 - Navigating FAIR data from principles to practice
Isabel Kemmer, Euro-BioImaging ERIC
This workshop will introduce the FAIR principles in the context of bioimaging data. Designed for researchers working across scales and technologies of biological and biomedical imaging, the session will address the unique challenges posed by complex, multidimensional bioimaging datasets. With the aim of providing simple yet impactful steps for a smooth start to the FAIR journey we will explore the features and benefits of FAIR data through interactive exercises and discussions - from metadata annotation and data management planning to repository selection. By the end of the workshop, you will feel more confident in applying the FAIR concepts and be prepared to improve your imaging workflows to make your precious data even more valuable.",Unknown,.pdf,include in DALIA,en,,,,2025-06-12,Unknown,Unknown,Unknown,Unknown,2285c9b6-dc37-4bf4-a62c-55419c510271
"Schätz, Martin", CC-BY-4.0,https://doi.org/10.5281/zenodo.12584729,Navigating the Bioimage Analysis Landscape: Understanding the Community  and its Collaborative Dynamics,,"Presented as a part of:
Mexican Bioimaging Workshops 9: Fundamentos de Microscop&iacute;a &ldquo;Microscop&iacute;a en la Salud&rdquo;
Workshop on light microscopyJune 26th to 28th, 2024
Outreach 9June 29th, 2024
Expanding Global Access to BioimagingConnecting the Mexican Bioimaging Community",Unknown,.pdf * .pptx,include in DALIA,en,,,,2024-06-28,Unknown,Unknown,Unknown,Unknown,fc69b529-2165-4ada-8e55-36dae2730850
"Koutentaki, Georgia * Schätz, Martin * Vališ, Jan", CC-BY-4.0,https://doi.org/10.5281/zenodo.15402904,WHAT NOT TO DO WHEN CREATING A DATA MANAGEMENT PLAN (DMP),,,Unknown,.pdf,include in DALIA,,,,,2025-05-14,Unknown,Unknown,Unknown,Unknown,4d31048c-5ce3-40ac-90dc-b2755fe19822
"Kylies, Dominik * Heil, Hannah S. * Vesga, Arturo G. * Del Rosario, Mario * Schwerk, Maria * Kuehl, Malte * Wong, Milagros N. * Puelles, Victor * Henriques, Ricardo", CC-BY-4.0,https://doi.org/10.5281/zenodo.13897937,Expansion and fluctuations-enhanced microscopy for nanoscale molecular profiling of cells and tissues - Data processing manual,,"Here we provide test datasets and a training manual for the parameter optimization with eSRRF.&nbsp;
The training manual will guide users through an eSRRF paramenter optimization routine and quantiative image quality assesment with both, the ImagJ-Plugin NanoJ-eSRRF (Chapter 1) and the python implementation NanoPyx-eSRRF (Chapter 2). By showcasing the optimization routine on three differnt test dataset (Chapter 3), providing intermediate results and expected outcome, the users can eaisily learn how to find the optimal processing parameters for eSRRF processing.
Three samples are provided to showcase the eSRRF reconstruction process:
1. Microtubules sample: Set01_DNA-PAINT_Microtubules.tif
DNA-PAINT microscopy measurement of immunolabeled microtubules in fixed COS-7 cells, showing 0.121 localizations per frame and &micro;m^2 (data published in Laine and Heil et al.)
108x90 pixels, 500 frames, pixel size: 160 nm&nbsp;
2. Kidney sample: Set02_KidneySDNephrinExM.tif
ExM of human kidney biopsies stained with nephrin (data published in Kylies et al.)
150x150 pixels, 200 frames, pixel size: 102 nm&nbsp;
3. Single emitters simulation: Set03_simulation_groundTruth_2p5Sigma - Fluorescence stack_Avg5.tif
Simulated individual molecules emitting placed on concentric rings with radii increasing by 220 nm steps. On each ring the molecules are separated by 57.5, 115, 173, 230, 288 and 345 nm, respectively (data published in&nbsp;Laine and Heil et al.)
33x33 pixels, 100 frames, pixel size: 100 nm&nbsp;
4. Test dataset for drift/vibration correction: Set04_ExSRRF_eSRRF_vibration_correction_practice_dataset.tif
EsM of human kidney biopsies stained with nephrin (data published in Kylies et al.)
100x100 pixels, 200 frames, pixel size: 102 nm
5. Test dataset for photobleaching: Set05_Photobleaching.tif
ExM of 120 nm Nanorulers (data published in Kylies et al.)
150x150 pixels, 75 frames, pixel size: 64 nm
&nbsp;
Jupyter-Notebook: ridge_detection.ipynb
With this notebook qantitative image analyis of sturctures resolved with ExSRRF can be performed.
Such as:

calculation of the target structure density.&nbsp;
identifying areas with high inter-ridge spacing by maping the distance to the nearest ridge based on Euclidean distance transform.&nbsp;
measuring the spatial uniformity of the structure of interest by&nbsp;examining the distribution of the local densities and the distances to the nearest ridge.&nbsp;
",Unknown,.ipynb * .pdf * .tif,include in DALIA,en,,,,2023/2024,Unknown,Unknown,Unknown,Unknown,b712f2da-5847-4b78-8e6e-19006b75cea8
"Weidtkamp-Peters, Stefanie * Boissonnet, Tom * Schmidt, Christian", CC-BY-4.0,https://doi.org/10.5281/zenodo.15796252,[Webinar] A journey to FAIR bioimage data,,"Presentation slides from an EMBL-EBI Webinar Talk within the webinar series:
""How to organise and share my imaging data? - Multimodal data management for marine biologists, environmental scientists and imaging specialists""
&nbsp;
Abstract / Description
Bioimaging is a pervasive and indispensable methodological approach in the life and biomedical sciences. Due to the development of new technologies and the easier access to compute resources, bioimaging experiments have become a big data discipline, facing the same challenges as other omics technologies within the life sciences. However, to fully exploit the potential of bioimage data, it is necessary to make the data FAIR. In this webinar we will present viable solutions for storing, processing, analysing, and, first and foremost, sharing bioimaging data. We will introduce services provided to the scientific community, that are dealing with various aspects of the bioimage data life cycle such as:
- Where to get support for bioimage data management- Local bioimage data management: OMERO and beyond- Annotation of bioimage data: metadata, ontologies, REMBI etc- Linking your image data with experimental protocols and analysis results- Large data living in the cloud: ome.zarr- Publication of bioimage data
Who is this course for?
This webinar is suitable for marine biologists and environmental scientists collecting samples from the natural environment, generating, visualising, annotating and analysing large, multimodal datasets such as imaging data, and sharing their data by submitting them to public data repositories. The webinar will support you to set up an efficient data flow that is aligned with FAIR principles.
This event is part of a webinar series&nbsp;organised by the&nbsp;STANDFLOW&nbsp;project, an initiative supported by EMBL&rsquo;s&nbsp;Planetary biology Transversal Theme. STANDFLOW is about a collaborative effort towards creating a standardised data management workflow. The project primarily utilises imaging data derived from samples collected through the&nbsp;TREC&nbsp;(Traversing European Coastlines) and the&nbsp;Roscoff Culture Collection. For details on all topics covered in this series and registration information, please visit the following link:&nbsp;How to organise and share my imaging data?: Multimodal data management for marine biologists, and environmental scientists and imaging specialists
Outcomes
By the end of the webinar you will be able to:&nbsp;

Find resources and support for bioimage data management
Get started with bioimage data annotation
Identify the dos and don'ts for bioimage data publication

&nbsp;
(taken from: https://www.ebi.ac.uk/training/events/journey-fair-bioimage-data/)",Unknown,.pdf,NFDI4Bioimage * FAIR Principles * Research Data Management * include in DALIA,en,,,,2025-07-03,Unknown,Unknown,Unknown,Unknown,80f681e0-94cb-4059-8096-3d396f16e4dc
"Michele, Bortolomeazzi", CC-BY-4.0,https://doi.org/10.5281/zenodo.15771899,Accessible Interactive Spatial-Omics Data Visualizations with Vitessce and OMERO,,"OMERO is the most used research data management system (RDM) in the bioimaging domain, and has been adopted as a centralized RDM solution by several academic and research institutions. A main reason for this is the ability to directly view and annotate images from a web-based interface. However, this feature of OMERO is currently underpowered for the visualization of very large or multimodal datasets. These datasets, are becoming a more and more common foundation for biological and biomedical studies, due to the recent developments in imaging, and sequencing technologies which enabled their application to spatial-omics. In order to begin to provide this multimodal-data capability to OMERO, we developed omero-vitessce (https://github.com/NFDI4BIOIMAGE/omero-vitessce/tree/main), a new OMERO.web plugin for viewing data stored in OMERO with the Vitessce (http://vitessce.io/) multimodal data viewer. omero-vitessce can be installed as an OMERO.web plugin with PiPy (https://pypi.org/project/omero-vitessce/), and allows users to set up interactive visualizations of their images of cells and tissues through interactive plots which are directly linked to the image. This enables the visual exploration of bioimage-analysis results and of multimodal data such as those generated through spatial-omics experiments. The data visualization is highly customizable and can be configured not only through custom configuration files, but also with the graphical interface provided by the plugin, thus making omero-vitessce a highly user-friendly solution for multimodal data viewing. most biological datasets. We plan to extend the interoperability of omero-vitessce with the OME-NGFF and SpatialData file formats to leverage the efficiency of these cloud optimized formats.",Unknown,.pptx,NFDI4Bioimage * OMERO * include in DALIA,en,,,,2025-06-30,Unknown,Unknown,Unknown,Unknown,e41f9a04-555e-42be-ae13-bc37f42da881
"Moore, Josh", CC-BY-4.0,https://doi.org/10.5281/zenodo.15756866,"Building a National Research Data Infrastructure 
for Microscopy and BioImage Analysis",,"Presentation for the BioImagingUK Meeting taking place from 1200 - 1500 BST on Monday 30 June 2025 at mmc2025 https://www.mmc-series.org.uk/meetings-features/bioimaginguk-meeting.html
This pre-congress meeting provides an opportunity for the UK Bioimaging community to discuss priorities and strategies in national infrastructure, technology development, training, careers and ways to share knowledge across different disciplines. The session will consist of short talks from members of the BioImagingUK community and industrial/institute collaboration partners to update on progress, new opportunities and initiatives. There will be interactive Q+A sessions to encourage discussion and enable emerging priorities and ideas to be highlighted.",Unknown,.pdf,NFDI4Bioimage * include in DALIA,en,,,,2025-06-30,Unknown,Unknown,Unknown,Unknown,1df2f876-ae76-46ea-b32c-b4aafaafba56
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.15735577,Vision Language Models for Bio-image Data Science,,"In this talk, I demonstrate potential use-cases for vision-language models (VLM) in bio-image data science, focusing on how to analyse microscopy image data. It covers these use-cases:

cell counting
bounding-box segmentation
image descriptions
VLMs guessing which algorithm to use for processing
Data analysis code generation
Answering github issues&nbsp;

The talk also points at a number of VLM-based open-source tools which start reshaping the scientific bio-image data science domain:

bia-bob
unprompted
git-bob
napari-chatgpt
bioimage.io chatbot
",Unknown,.pdf * .pptx,NFDI4Bioimage * Bioimage Analysis * Artificial Intelligence * include in DALIA,en,,,,2025-06-25,Unknown,Unknown,Unknown,Unknown,fb0f3cd1-86ff-48e0-b6a1-42dcb16f33ae
"Chu, Wei-Chen", CC-BY-4.0,https://doi.org/10.5281/zenodo.15070246,Interactive Bioimage Analysis Workflow with CLIJ (@EABIAS 2025 training event),,Presentation file used in the EABIAS training event:&nbsp;EABIAS/2025-ImageJ-Micro-Image-Analysis-and-Programming_Taipei (Lesson_04)Video Recording (in Mandarin): https://www.youtube.com/watch?v=uheSMSENnzE,Unknown,.pdf * .pptx,include in DALIA,en,,,,2025-03-23,Unknown,Unknown,Unknown,Unknown,c872ef0f-528d-47e6-ac0b-6033a95590ea
"Scolnick, Myles",Apache License 2.0,https://github.com/fmi-faim/image-processing-basics,image-processing-basics,,Teaching material for image processing and analysis,Unknown,Unknown,bio-image analysis * include in DALIA,,,,,2025-05-27T08:31:14+00:00,Unknown,Unknown,Unknown,Unknown,793ab89b-7158-42ce-99b5-3efcfb092f25
"Halfpap, Stefan",,https://github.com/klauck/data_visualization_tutorial,data_visualization_tutorial,,,Unknown,Unknown,data visualization * include in DALIA,,,,,2025-04-25T21:00:39+00:00,Unknown,Unknown,Unknown,Unknown,61921e84-5324-49c3-8911-6a2f13a8a248
Antoine A. Ruzette * dependabot[bot],Creative Commons Attribution 4.0 International,https://github.com/HMS-IAC/qupath-workshop,qupath-workshop,,Materials supporting the QuPath workshop at Harvard Medical School.,Unknown,Unknown,notebook * slides * collection * include in DALIA,,,,,2025-01-16T14:05:02+00:00,Unknown,Unknown,Unknown,Unknown,edc34d5f-72ce-4735-a781-67ee375c0aa0
"Burdíková, Zuzana * Švindrych, Zdeněk * Schätz, Martin * Soukup, Jakub * Robison, Pat", CC-BY-4.0,https://doi.org/10.5281/zenodo.8025067,BioImage Analysis and Superresolution Microscopy Workshop 2023 (at Dartmouth College),,"The full program is available in the repository (Schedule DMW 2023.rtf) with most of the presentations and all exercises. All exercise files are in ZIP files Data.zip and&nbsp;ThunderSTORM sample data 2023.zip.

Date: June 6-7, 2023
Time: 9am - 5pm
Location: Dartmouth College, 74 College St, Hanover, Kellogg 200
Sponsor: bioMT (Lunch and coffee breaks)

Summary:
The BioImage Analysis and Superresolution Microscopy Workshop 2023 took place at Dartmouth College, offering participants a comprehensive learning experience in the field of bioimage analysis and superresolution microscopy. Over the course of two days, researchers, scientists, and students immersed themselves in cutting-edge microscopy techniques and expanded their knowledge and practical skills.

Day 1 (Tue, June 6):
The workshop began with Zdenek Svindrych providing an overview of microscopy principles, methods, and theoretical foundations. Participants gained insights into image formation in fluorescence microscopes, resolution, and noise. This was followed by an introduction to superresolution microscopy techniques, including Single-Molecule localization Microscopy (STORM, PALM, DNA-PAINT) and Structured Illumination Microscopy (SIM, ISM, Airyscan, SoRa). Zuzana Burdikova then guided attendees through the theoretical aspects of bioimage processing in Fiji, covering image formats, multi-dimensional image analysis, data visualization, and quantitative analysis. Practical sessions allowed participants to apply their knowledge, exploring two-channel colocalization, image filtering, and quantitative measurements in Fiji.

Day 2 (Wed, June 7):
The second day commenced with a remote presentation by SVI.nl, introducing participants to the Huygens deconvolution software used in widefield, confocal, and superresolution microscopy. Zdenek Svindrych demonstrated the practical applications of ThunderSTORM, an ImageJ plug-in for single molecule localization microscopy (SMLM) data analysis and superresolution imaging. The session included an overview of the ThunderSTORM workflow, covering localization, filtering, rendering, and 3D STORM using the astigmatism method. Jakub Soukup explored advanced noise reduction algorithms such as Noise2Void and StarDist. Martin Sch&auml;tz discussed data management strategies.

In the afternoon, participants engaged in practical sessions. Martin Sch&auml;tz presented Ilastik, a versatile software for image classification and segmentation. Pat Robison delivered a scientific lecture on the role of detyrosinated microtubules in contracting cardiomyocytes. Zdenek Svindrych, along with other experts, led a hands-on session on customizing Fiji using the ImageJ Macro language. The day concluded with a practical session on the interactive design of GPU-accelerated image data flow graphs in Fiji, guided by Martin Sch&auml;tz and the workshop team.",Unknown,.docx * .pdf * .pptx * .rtf * .zip,include in DALIA,en,,,,2023-06-07,Unknown,Unknown,Unknown,Unknown,f5fbc8f8-e6e8-450c-bc2b-0300669a9cd6
